dataset,n_seeds,n_errors,best_margin_pct,within_seed_sd_pct,seed_avg_sd_pct,seed_avg_ci_lo_pct,seed_avg_ci_hi_pct,prereg_margin_pct,prereg_ci_lo_pct,prereg_ci_hi_pct,best_resolvable,prereg_resolvable
german_credit,10,34.3,-7.182026769105541,10.147095163565705,3.3121459792743773,-11.769128758476892,0.7783281412218932,2.9446327391320684,2.5768272469130773,20.43888354929086,False,False
satimage,10,67.1,-5.42966177383675,6.073986780862796,1.9018204108092098,-7.127494579870117,-0.046238002597263295,-4.32585341272892,-4.459218752247194,3.387323917392157,True,False
letter,10,82.5,-7.582699933107692,5.526961165667013,1.8196314193594982,-11.591354521535695,-4.538656386412441,-5.805804572450637,-8.09901521083745,-1.194317029653631,True,True
wine_quality_white,10,236.3,-1.4650044109208036,3.8354964649855723,1.1960914447372442,-4.565708896884563,0.21503458078286045,-1.247550285875214,-3.427463428557683,1.2679784020888982,False,False
adult,10,944.3,0.7864245440150265,0.5672061406005439,0.19008543801793468,0.3016457371052443,1.0675864426069905,0.8551709655847264,0.5065014453709843,1.2030343831974781,False,False
electricity,10,2533.3,-0.04006321369329853,0.4392692438980319,0.16397374695165123,-0.42380446721896603,0.19570312797334535,2.5932952816674355,2.3646324914772467,2.8924469750027564,False,False
