dataset,intensity,base_error,rho_local,msp_aurc,best_single_aurc,best_agg,abs_gap_best,rel_gap_best_pct,abs_gap_prereg,rel_gap_prereg_pct,n_seeds
satimage,0.0,0.06549222797927459,0.3360982537344834,0.009096164487471822,0.009075936104417407,A1_logreg,-0.0006628046196849296,-7.30287886626187,-0.0006628046196849296,-7.30287886626187,5
satimage,0.1,0.0744041450777202,0.2863244266778876,0.011078270044348587,0.010696389228840706,A1_logreg,-0.0005171587688295315,-4.834891081142735,-0.0005171587688295315,-4.834891081142735,5
satimage,0.25,0.1117098445595855,0.14383021249737007,0.02178010264882765,0.01731820959280716,A2_mlp_loss1,0.002534022663212371,14.632128394293348,0.002630419045205671,15.188747030167445,5
satimage,0.5,0.17305699481865286,0.2362902377445824,0.0507853529420373,0.03407510963263738,A0_rank,0.011001101468816686,32.28486008532091,0.017423235898109887,51.131855732671774,5
satimage,1.0,0.326839378238342,0.30037344834841145,0.14008917441502716,0.09766137269796482,A0_rank,0.027863432789165532,28.53065855969295,0.11380226081065908,116.5274024589157,5
satimage,2.0,0.5156476683937824,0.22026614769619188,0.32585786586276677,0.2530257472998813,A0_rank,0.04803858603025307,18.985651279716862,0.24022801538239752,94.94212266773145,5
